Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,SalaryPerExperience,AgeGroup
31.0,0,2,4.0,7.0,135000.0,0,6,1,19285.714285714286,2
40.0,1,3,0.0,12.0,160000.0,1,0,1,13333.333333333334,3
27.0,0,1,9.0,3.0,80000.0,4,5,0,26666.666666666668,2
43.0,0,3,4.0,13.0,185000.0,0,0,1,14230.76923076923,3
27.0,1,2,3.0,3.0,100000.0,1,7,0,33333.333333333336,2
49.0,0,3,2.0,15.0,185000.0,1,1,0,12333.333333333334,3
48.0,0,3,4.0,16.0,190000.0,0,0,1,11875.0,3
31.0,0,2,4.0,6.0,125000.0,1,0,1,20833.33333333333,2
36.0,0,2,0.0,8.0,140000.0,4,3,1,17500.0,2
54.0,0,3,2.0,17.0,195000.0,1,1,0,11470.588235294115,3
27.0,0,1,9.0,2.0,70000.0,2,2,0,35000.0,2
28.0,0,1,9.0,2.0,70000.0,3,4,0,35000.0,2
44.0,0,2,4.0,11.0,170000.0,3,0,1,15454.545454545454,3
54.0,0,3,2.0,17.0,195000.0,3,4,0,11470.588235294115,3
32.0,0,2,8.0,6.0,130000.0,3,1,0,21666.666666666668,2
38.0,0,2,0.0,10.0,155000.0,3,0,1,15500.0,2
49.0,0,3,2.0,15.0,185000.0,3,0,0,12333.333333333334,3
27.0,0,1,9.0,3.0,80000.0,0,6,0,26666.666666666668,2
54.0,0,3,2.0,17.0,195000.0,4,0,0,11470.588235294115,3
31.0,0,2,4.0,7.0,135000.0,2,1,1,19285.714285714286,2
48.0,0,3,4.0,16.0,190000.0,3,1,1,11875.0,3
27.0,1,2,8.0,2.0,70000.0,1,7,0,35000.0,2
43.0,0,3,4.0,13.0,185000.0,1,7,1,14230.76923076923,3
44.0,0,2,4.0,11.0,170000.0,0,6,1,15454.545454545454,3
37.0,0,2,0.0,9.0,150000.0,1,1,1,16666.666666666668,2
56.0,0,3,2.0,17.0,195000.0,0,0,0,11470.588235294115,3
28.0,0,1,9.0,2.0,70000.0,3,4,0,35000.0,2
54.0,0,3,2.0,17.0,195000.0,0,6,0,11470.588235294115,3
31.0,0,2,4.0,6.0,125000.0,4,0,1,20833.33333333333,2
49.0,0,3,2.0,15.0,185000.0,2,0,0,12333.333333333334,3
54.0,0,3,2.0,17.0,195000.0,4,5,0,11470.588235294115,3
42.0,0,3,0.0,14.0,170000.0,4,0,1,12142.857142857143,3
38.0,0,2,0.0,10.0,155000.0,2,1,1,15500.0,2
36.0,0,1,9.0,7.0,120000.0,1,1,0,17142.85714285714,2
29.0,1,2,8.0,3.0,90000.0,0,1,0,30000.0,2
41.0,1,3,2.0,14.0,180000.0,1,1,0,12857.142857142857,3
42.0,0,3,0.0,12.0,170000.0,4,3,1,14166.666666666666,3
55.0,0,3,2.0,18.0,210000.0,4,0,0,11666.666666666666,3
26.0,1,2,9.0,1.0,55000.0,3,1,0,55000.0,2
44.0,1,3,2.0,11.0,165000.0,3,4,0,15000.0,3
30.0,0,2,3.0,5.0,105000.0,4,3,0,21000.0,2
32.0,0,1,9.0,6.0,110000.0,3,4,0,18333.33333333333,2
50.0,0,3,2.0,17.0,195000.0,4,3,0,11470.588235294115,3
27.0,0,1,8.0,3.0,85000.0,4,5,0,28333.33333333333,2
46.0,0,3,4.0,14.0,180000.0,1,0,1,12857.142857142857,3
25.0,1,1,9.0,1.0,55000.0,2,0,0,55000.0,2
35.0,0,1,8.0,8.0,140000.0,3,4,0,17500.0,2
29.0,1,2,8.0,3.0,90000.0,1,7,0,30000.0,2
40.0,1,3,0.0,12.0,160000.0,0,0,1,13333.333333333334,3
35.0,0,1,3.0,8.0,145000.0,4,0,0,18125.0,2
41.0,0,3,4.0,13.0,185000.0,2,0,1,14230.76923076923,3
30.0,0,2,3.0,5.0,105000.0,1,0,0,21000.0,2
33.0,0,1,9.0,6.0,110000.0,2,1,0,18333.33333333333,2
55.0,0,3,2.0,18.0,210000.0,1,1,0,11666.666666666666,3
26.0,1,2,9.0,1.0,55000.0,1,7,0,55000.0,2
47.0,0,3,4.0,16.0,190000.0,0,6,1,11875.0,3
44.0,1,3,2.0,11.0,165000.0,1,1,0,15000.0,3
30.0,0,2,3.0,5.0,105000.0,0,0,0,21000.0,2
39.0,1,2,0.0,11.0,160000.0,4,3,1,14545.454545454546,2
50.0,0,3,2.0,17.0,195000.0,2,2,0,11470.588235294115,3
27.0,0,1,8.0,3.0,85000.0,1,7,0,28333.33333333333,2
46.0,0,3,4.0,14.0,180000.0,2,1,1,12857.142857142857,3
25.0,1,1,9.0,1.0,55000.0,1,1,0,55000.0,2
43.0,0,3,4.0,13.0,185000.0,0,6,1,14230.76923076923,3
35.0,0,1,8.0,8.0,140000.0,2,1,0,17500.0,2
29.0,1,2,8.0,3.0,90000.0,3,4,0,30000.0,2
35.0,0,1,3.0,8.0,145000.0,1,7,0,18125.0,2
41.0,0,3,4.0,13.0,185000.0,1,0,1,14230.76923076923,3
30.0,0,2,3.0,5.0,105000.0,2,1,0,21000.0,2
33.0,0,1,9.0,6.0,110000.0,0,6,0,18333.33333333333,2
55.0,0,3,2.0,18.0,210000.0,4,5,0,11666.666666666666,3
26.0,1,2,9.0,1.0,55000.0,2,2,0,55000.0,2
44.0,1,3,2.0,11.0,165000.0,3,4,0,15000.0,3
30.0,0,2,3.0,5.0,105000.0,0,6,0,21000.0,2
39.0,1,2,0.0,11.0,160000.0,3,0,1,14545.454545454546,2
32.0,0,1,9.0,6.0,110000.0,2,2,0,18333.33333333333,2
50.0,0,3,2.0,17.0,195000.0,2,0,0,11470.588235294115,3
27.0,0,1,8.0,3.0,85000.0,3,4,0,28333.33333333333,2
46.0,0,3,4.0,14.0,180000.0,2,0,1,12857.142857142857,3
25.0,1,1,9.0,1.0,55000.0,0,0,0,55000.0,2
43.0,0,3,4.0,13.0,185000.0,4,0,1,14230.76923076923,3
35.0,0,1,8.0,8.0,140000.0,2,2,0,17500.0,2
29.0,1,2,8.0,3.0,90000.0,3,4,0,30000.0,2
40.0,1,3,0.0,12.0,160000.0,2,1,1,13333.333333333334,3
35.0,0,1,3.0,8.0,145000.0,3,1,0,18125.0,2
41.0,0,3,4.0,13.0,185000.0,2,2,1,14230.76923076923,3
30.0,0,2,3.0,5.0,105000.0,1,1,0,21000.0,2
33.0,0,1,9.0,6.0,110000.0,2,2,0,18333.33333333333,2
55.0,0,3,2.0,18.0,210000.0,1,1,0,11666.666666666666,3
26.0,1,2,9.0,1.0,55000.0,0,1,0,55000.0,2
47.0,0,3,4.0,16.0,190000.0,2,1,1,11875.0,3
44.0,1,3,2.0,11.0,165000.0,4,0,0,15000.0,3
30.0,0,2,3.0,5.0,105000.0,4,3,0,21000.0,2
39.0,1,2,0.0,11.0,160000.0,2,1,1,14545.454545454546,2
32.0,0,1,9.0,6.0,110000.0,0,0,0,18333.33333333333,2
50.0,0,3,2.0,17.0,195000.0,2,2,0,11470.588235294115,3
27.0,0,1,8.0,3.0,85000.0,3,4,0,28333.33333333333,2
25.0,1,1,9.0,1.0,55000.0,1,0,0,55000.0,2
43.0,0,3,4.0,13.0,185000.0,2,1,1,14230.76923076923,3
35.0,0,1,8.0,8.0,140000.0,4,5,0,17500.0,2
29.0,1,2,8.0,3.0,90000.0,2,0,0,30000.0,2
40.0,1,3,0.0,12.0,160000.0,2,0,1,13333.333333333334,3
35.0,0,1,3.0,8.0,145000.0,4,0,0,18125.0,2
41.0,0,3,4.0,13.0,185000.0,2,1,1,14230.76923076923,3
30.0,0,2,3.0,5.0,105000.0,1,0,0,21000.0,2
33.0,0,1,9.0,6.0,110000.0,0,1,0,18333.33333333333,2
26.0,1,2,9.0,1.0,55000.0,1,7,0,55000.0,2
47.0,0,3,4.0,16.0,190000.0,0,6,1,11875.0,3
44.0,1,3,2.0,11.0,165000.0,4,5,0,15000.0,3
30.0,0,2,3.0,5.0,105000.0,1,7,0,21000.0,2
39.0,1,2,0.0,11.0,160000.0,2,1,1,14545.454545454546,2
32.0,0,1,9.0,6.0,110000.0,0,1,0,18333.33333333333,2
50.0,0,3,2.0,17.0,195000.0,4,0,0,11470.588235294115,3
27.0,0,1,8.0,3.0,85000.0,2,1,0,28333.33333333333,2
46.0,0,3,4.0,14.0,180000.0,3,4,1,12857.142857142857,3
25.0,1,1,9.0,1.0,55000.0,3,1,0,55000.0,2
43.0,0,3,4.0,13.0,185000.0,2,1,1,14230.76923076923,3
35.0,0,1,8.0,8.0,140000.0,2,2,0,17500.0,2
29.0,1,2,8.0,3.0,90000.0,2,1,0,30000.0,2
40.0,1,3,0.0,12.0,160000.0,4,3,1,13333.333333333334,3
35.0,0,1,3.0,8.0,145000.0,1,7,0,18125.0,2
41.0,0,3,4.0,13.0,185000.0,3,4,1,14230.76923076923,3
30.0,0,2,3.0,5.0,105000.0,4,3,0,21000.0,2
33.0,0,1,9.0,6.0,110000.0,3,1,0,18333.33333333333,2
55.0,0,3,2.0,18.0,210000.0,0,0,0,11666.666666666666,3
26.0,1,2,9.0,1.0,55000.0,2,2,0,55000.0,2
47.0,0,3,4.0,16.0,190000.0,0,6,1,11875.0,3
44.0,1,3,2.0,11.0,165000.0,3,1,0,15000.0,3
30.0,0,2,3.0,5.0,105000.0,2,1,0,21000.0,2
39.0,1,2,0.0,11.0,160000.0,3,0,1,14545.454545454546,2
32.0,0,1,9.0,6.0,110000.0,3,4,0,18333.33333333333,2
50.0,0,3,2.0,17.0,195000.0,0,0,0,11470.588235294115,3
27.0,0,1,8.0,3.0,85000.0,0,6,0,28333.33333333333,2
46.0,0,3,4.0,14.0,180000.0,0,6,1,12857.142857142857,3
25.0,1,1,9.0,1.0,55000.0,2,0,0,55000.0,2
43.0,0,3,4.0,13.0,185000.0,2,0,1,14230.76923076923,3
35.0,0,1,8.0,8.0,140000.0,0,6,0,17500.0,2
40.0,1,3,0.0,12.0,160000.0,4,5,1,13333.333333333334,3
35.0,0,1,3.0,8.0,145000.0,4,5,0,18125.0,2
41.0,0,3,4.0,13.0,185000.0,0,1,1,14230.76923076923,3
30.0,0,2,3.0,5.0,105000.0,2,0,0,21000.0,2
33.0,0,1,9.0,6.0,110000.0,2,1,0,18333.33333333333,2
55.0,0,3,2.0,18.0,210000.0,4,3,0,11666.666666666666,3
31.0,0,1,9.0,6.0,115000.0,2,2,0,19166.666666666668,2
42.0,1,2,2.0,13.0,170000.0,2,1,0,13076.923076923076,3
27.0,1,1,8.0,3.0,80000.0,3,1,0,26666.666666666668,2
51.0,0,3,4.0,19.0,200000.0,1,7,1,10526.315789473683,3
34.0,1,2,3.0,7.0,130000.0,2,0,0,18571.42857142857,2
38.0,0,1,2.0,11.0,155000.0,3,1,0,14090.90909090909,2
29.0,0,1,9.0,5.0,105000.0,4,0,0,21000.0,2
43.0,1,3,4.0,14.0,190000.0,2,2,1,13571.42857142857,3
36.0,0,2,8.0,8.0,140000.0,0,6,0,17500.0,2
48.0,0,3,2.0,16.0,185000.0,2,1,0,11562.5,3
35.0,1,1,3.0,8.0,145000.0,2,0,0,18125.0,2
30.0,1,2,9.0,4.0,90000.0,4,5,0,22500.0,2
50.0,0,3,4.0,18.0,195000.0,2,2,1,10833.333333333334,3
29.0,0,1,8.0,4.0,95000.0,0,1,0,23750.0,2
41.0,0,2,2.0,13.0,170000.0,4,0,0,13076.923076923076,3
45.0,0,3,4.0,16.0,185000.0,1,7,1,11562.5,3
28.0,1,1,9.0,2.0,65000.0,0,6,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,0,6,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,1,7,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,3,0,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,3,4,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,1,7,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,2,1,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,2,2,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,3,0,0,16666.666666666668,2
33.0,1,1,3.0,6.0,115000.0,4,5,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,3,0,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,3,0,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,1,7,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,0,6,0,20000.0,2
25.0,1,1,9.0,1.0,55000.0,2,1,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,4,3,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,4,5,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,0,0,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,1,0,0,16666.666666666668,2
45.0,0,3,2.0,16.0,185000.0,1,0,0,11562.5,3
30.0,0,1,8.0,5.0,100000.0,0,6,0,20000.0,2
25.0,1,1,9.0,1.0,55000.0,1,1,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,2,1,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,4,5,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,3,4,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,4,3,0,16666.666666666668,2
33.0,1,1,3.0,6.0,115000.0,0,0,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,0,1,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,3,4,0,32500.0,2
30.0,0,1,8.0,5.0,100000.0,2,2,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,3,1,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,1,7,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,4,5,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,4,3,0,19166.666666666668,2
36.0,0,2,8.0,9.0,150000.0,2,2,0,16666.666666666668,2
33.0,1,1,3.0,6.0,115000.0,4,3,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,0,6,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,4,0,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,4,3,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,3,1,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,4,3,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,0,1,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,2,2,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,3,1,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,3,4,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,3,1,0,16666.666666666668,2
33.0,1,1,3.0,6.0,115000.0,2,2,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,4,5,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,2,1,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,3,1,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,1,1,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,0,6,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,2,0,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,2,2,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,3,1,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,3,0,1,11470.588235294115,3
33.0,1,1,3.0,6.0,115000.0,0,1,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,1,0,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,2,2,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,2,0,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,0,1,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,1,0,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,0,6,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,1,7,0,13571.42857142857,3
49.0,1,3,4.0,17.0,195000.0,0,6,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,2,1,0,16666.666666666668,2
33.0,1,1,3.0,6.0,115000.0,1,1,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,2,1,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,3,1,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,2,0,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,2,1,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,2,2,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,4,3,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,1,1,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,1,0,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,3,0,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,1,0,0,16666.666666666668,2
45.0,0,3,2.0,16.0,185000.0,1,0,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,0,6,0,32500.0,2
39.0,1,2,2.0,12.0,160000.0,1,7,0,13333.333333333334,2
30.0,0,1,8.0,5.0,100000.0,3,0,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,0,6,1,12000.0,3
25.0,1,1,9.0,1.0,55000.0,2,2,0,55000.0,2
42.0,0,3,2.0,14.0,190000.0,0,0,0,13571.42857142857,3
31.0,0,1,3.0,6.0,115000.0,3,0,0,19166.666666666668,2
49.0,1,3,4.0,17.0,195000.0,4,5,1,11470.588235294115,3
36.0,0,2,8.0,9.0,150000.0,4,0,0,16666.666666666668,2
33.0,1,1,3.0,6.0,115000.0,3,1,0,19166.666666666668,2
45.0,0,3,2.0,16.0,185000.0,2,2,0,11562.5,3
28.0,1,1,9.0,2.0,65000.0,2,2,0,32500.0,2
30.0,0,1,8.0,5.0,100000.0,3,4,0,20000.0,2
46.0,0,3,4.0,15.0,180000.0,4,5,1,12000.0,3
25.0,1,1,9.0,1.0,550.0,1,7,0,550.0,2
29.0,0,1,9.0,4.0,90000.0,2,0,0,22500.0,2
27.0,1,1,8.0,3.0,80000.0,1,0,0,26666.666666666668,2
50.0,0,3,4.0,18.0,195000.0,1,0,1,10833.333333333334,3
33.0,1,2,3.0,6.0,115000.0,3,0,0,19166.666666666668,2
37.0,0,1,2.0,10.0,150000.0,1,1,0,15000.0,2
28.0,0,1,9.0,2.0,65000.0,1,1,0,32500.0,2
44.0,1,3,4.0,14.0,190000.0,2,2,1,13571.42857142857,3
35.0,0,2,8.0,8.0,140000.0,1,0,0,17500.0,2
47.0,0,3,2.0,16.0,185000.0,3,1,0,11562.5,3
34.0,1,1,3.0,7.0,130000.0,4,3,0,18571.42857142857,2
51.0,0,3,4.0,19.0,200000.0,4,5,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,0,0,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,3,0,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,3,0,0,19166.666666666668,2
29.0,1,1,9.0,4.0,90000.0,2,1,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,4,5,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,2,0,0,26666.666666666668,2
49.0,0,3,4.0,17.0,195000.0,0,1,1,11470.588235294115,3
32.0,1,2,3.0,6.0,115000.0,4,5,0,19166.666666666668,2
27.0,0,1,9.0,2.0,65000.0,2,2,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,3,0,1,13571.42857142857,3
34.0,0,2,8.0,8.0,140000.0,2,2,0,17500.0,2
46.0,0,3,2.0,16.0,185000.0,1,0,0,11562.5,3
30.0,1,2,9.0,5.0,105000.0,1,0,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,4,3,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,1,1,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,0,0,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,2,1,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,2,2,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,0,0,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,3,4,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,3,4,0,26666.666666666668,2
49.0,0,3,4.0,17.0,195000.0,0,1,1,11470.588235294115,3
32.0,1,2,3.0,6.0,115000.0,3,4,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,0,1,0,16875.0,2
27.0,0,1,9.0,2.0,65000.0,0,0,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,2,1,1,13571.42857142857,3
34.0,0,2,8.0,8.0,140000.0,3,0,0,17500.0,2
46.0,0,3,2.0,16.0,185000.0,3,0,0,11562.5,3
33.0,1,1,3.0,7.0,130000.0,3,1,0,18571.42857142857,2
30.0,1,2,9.0,5.0,105000.0,1,1,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,3,1,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,4,0,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,0,6,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,3,4,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,1,7,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,3,4,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,0,1,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,0,6,0,26666.666666666668,2
49.0,0,3,4.0,17.0,195000.0,2,0,1,11470.588235294115,3
32.0,1,2,3.0,6.0,115000.0,0,6,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,3,4,0,16875.0,2
27.0,0,1,9.0,2.0,65000.0,0,0,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,4,3,1,13571.42857142857,3
46.0,0,3,2.0,16.0,185000.0,3,4,0,11562.5,3
33.0,1,1,3.0,7.0,130000.0,3,1,0,18571.42857142857,2
30.0,1,2,9.0,5.0,105000.0,3,0,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,3,0,1,10526.315789473683,3
42.0,0,2,2.0,13.0,170000.0,0,1,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,4,5,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,4,3,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,1,0,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,4,5,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,1,0,0,26666.666666666668,2
32.0,1,2,3.0,6.0,115000.0,0,6,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,1,7,0,16875.0,2
27.0,0,1,9.0,2.0,65000.0,4,0,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,0,6,1,13571.42857142857,3
34.0,0,2,8.0,8.0,140000.0,0,0,0,17500.0,2
46.0,0,3,2.0,16.0,185000.0,3,1,0,11562.5,3
30.0,1,2,9.0,5.0,105000.0,1,1,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,0,0,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,4,3,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,2,2,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,4,5,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,3,4,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,1,1,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,4,0,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,2,0,0,26666.666666666668,2
49.0,0,3,4.0,17.0,195000.0,1,1,1,11470.588235294115,3
32.0,1,2,3.0,6.0,115000.0,3,1,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,1,7,0,16875.0,2
27.0,0,1,9.0,2.0,65000.0,1,7,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,2,2,1,13571.42857142857,3
34.0,0,2,8.0,8.0,140000.0,3,0,0,17500.0,2
46.0,0,3,2.0,16.0,185000.0,0,0,0,11562.5,3
33.0,1,1,3.0,7.0,130000.0,3,1,0,18571.42857142857,2
30.0,1,2,9.0,5.0,105000.0,3,0,0,21000.0,2
30.0,0,1,8.0,5.0,100000.0,2,0,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,3,4,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,2,2,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,2,1,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,1,1,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,1,1,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,4,5,0,26666.666666666668,2
49.0,0,3,4.0,17.0,195000.0,0,6,1,11470.588235294115,3
32.0,1,2,3.0,6.0,115000.0,2,1,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,4,3,0,16875.0,2
27.0,0,1,9.0,2.0,65000.0,2,1,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,1,0,1,13571.42857142857,3
34.0,0,2,8.0,8.0,140000.0,0,1,0,17500.0,2
46.0,0,3,2.0,16.0,185000.0,2,0,0,11562.5,3
33.0,1,1,3.0,7.0,130000.0,3,4,0,18571.42857142857,2
30.0,1,2,9.0,5.0,105000.0,2,1,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,3,1,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,3,0,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,1,0,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,2,0,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,1,7,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,4,3,0,22500.0,2
31.0,1,1,9.0,6.0,110000.0,4,5,0,18333.33333333333,2
37.0,0,2,2.0,10.0,150000.0,3,4,0,15000.0,2
50.0,0,3,4.0,18.0,195000.0,2,0,1,10833.333333333334,3
32.0,1,2,3.0,6.0,115000.0,0,0,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,4,3,0,16875.0,2
43.0,1,3,4.0,14.0,190000.0,0,6,1,13571.42857142857,3
46.0,0,3,2.0,16.0,185000.0,4,3,0,11562.5,3
33.0,1,1,3.0,7.0,130000.0,3,4,0,18571.42857142857,2
30.0,1,2,9.0,5.0,105000.0,3,0,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,2,0,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,3,4,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,3,4,0,13076.923076923076,3
33.0,1,1,3.0,6.0,115000.0,3,4,0,19166.666666666668,2
45.0,0,3,4.0,16.0,185000.0,0,0,1,11562.5,3
29.0,1,1,9.0,4.0,90000.0,0,1,0,22500.0,2
39.0,1,2,2.0,12.0,160000.0,2,1,0,13333.333333333334,2
27.0,0,1,8.0,3.0,80000.0,4,3,0,26666.666666666668,2
49.0,0,3,4.0,17.0,195000.0,2,1,1,11470.588235294115,3
32.0,1,2,3.0,6.0,115000.0,0,6,0,19166.666666666668,2
36.0,0,1,2.0,8.0,135000.0,4,5,0,16875.0,2
27.0,0,1,9.0,2.0,65000.0,4,0,0,32500.0,2
43.0,1,3,4.0,14.0,190000.0,0,1,1,13571.42857142857,3
34.0,0,2,8.0,8.0,140000.0,1,1,0,17500.0,2
46.0,0,3,2.0,16.0,185000.0,1,7,0,11562.5,3
33.0,1,1,3.0,7.0,130000.0,4,5,0,18571.42857142857,2
30.0,1,2,9.0,5.0,105000.0,1,0,0,21000.0,2
50.0,0,3,4.0,19.0,200000.0,1,1,1,10526.315789473683,3
30.0,0,1,8.0,5.0,100000.0,4,0,0,20000.0,2
42.0,0,2,2.0,13.0,170000.0,0,0,0,13076.923076923076,3
